p,r2_train,rmse_train,mae_train,r2_test,rmse_test,mae_test,model,dataset
0.5,0.6180031484311822,0.2272963061237387,0.1413137671084278,0.6067316327555442,0.22612054501686896,0.141283185766542,CN,dmsc
0.5,0.9600303109558139,0.0760796432768828,0.04714938142205694,0.8279251965913195,0.14751575446196707,0.09861748217699537,LER,dmsc
0.5,0.32607418147460987,0.29868880134905357,0.18447334731424675,0.3226547959421336,0.2943407577350856,0.18295756758756326,Additive,dmsc
0.5,0.5473777962217812,0.24456013410750077,0.1562267092686147,0.5374771590912125,0.2427834592896023,0.15593288915809012,Pairwise,dmsc
0.5,1.0,0.0,0.0,0.8119170155693785,0.15879964703199276,0.10582114325462501,MEI,dmsc
0.5,0.960157895464739,0.07643532722414806,0.04739890707788095,0.8313229682438882,0.14740921759169245,0.0995602897697589,VC,dmsc
0.5,0.6125836630941008,0.22785644472745484,0.14130236532799234,0.6078461890742537,0.2276306341619353,0.14185261242086875,CN,dmsc
0.5,0.96066208728885,0.07537858819413841,0.04615579207904161,0.8282971925946783,0.14840593300134228,0.09897010791191074,LER,dmsc
0.5,0.32450842246854616,0.2976624613464015,0.1829112917178185,0.32422262059475593,0.29595546520083804,0.18309708611497305,Additive,dmsc
0.5,0.5445380605136713,0.24422813363052132,0.15559116323602068,0.54049713595136,0.2437341981746221,0.1559971440821839,Pairwise,dmsc
0.7,1.0,0.0,0.0,0.8335838112977505,0.1495193659577299,0.10097867511018414,MEI,dmsc
0.7,0.9616218796365036,0.0743893973079013,0.046150968202822856,0.8424483665007682,0.14323716948758025,0.09695705399840021,VC,dmsc
0.7,0.6224570056927604,0.22394421743115683,0.13918781327941576,0.6211357026680968,0.2254573859048881,0.1398783159065977,CN,dmsc
0.7,0.9637366807495458,0.07193263466426869,0.044126601158320934,0.8418554446303326,0.14328744699759105,0.09568704034363114,LER,dmsc
0.7,0.32477075245925574,0.29631357617745013,0.18293116568600157,0.3238843594490631,0.29789212670757315,0.18319274907076288,Additive,dmsc
0.7,0.5430434969785121,0.24354968284112827,0.15546712437801197,0.5428336432326085,0.24485349139081466,0.15589172470149137,Pairwise,dmsc
0.7,0.9999999999999998,0.0,0.0,0.8352162458970509,0.14838000658415193,0.09990752371533965,MEI,dmsc
0.7,0.9616509527502398,0.07446119529908243,0.0462551430080616,0.8442632677799757,0.14208239503850822,0.09592910224252808,VC,dmsc
0.7,0.6218915207680794,0.22426261320630983,0.1394784877827588,0.6210154189280556,0.22481422516687688,0.13947654078608987,CN,dmsc
0.7,0.9499878015470007,0.08365347372754248,0.053438649527803916,0.8394136625292934,0.1440409572020092,0.0959136300219675,LER,dmsc
0.7,0.32495967177945434,0.29653560575976984,0.18312815360163368,0.32335926754544747,0.29720396681539407,0.18292206877142672,Additive,dmsc
0.7,0.5431988982137119,0.2437231634159029,0.15562686156166491,0.541941495764553,0.2443759325288,0.15570572404334085,Pairwise,dmsc
0.7,1.0,0.0,0.0,0.836185997852597,0.14915004411695046,0.10029586412755348,MEI,dmsc
0.7,0.9620680095660336,0.07390991908195034,0.04595928787847777,0.8453681904713064,0.142592802787841,0.09636780079802595,VC,dmsc
0.7,0.6200094754714399,0.22424369861795476,0.13921989370825644,0.6248996986821456,0.22585217609287925,0.140082275973383,CN,dmsc
0.7,0.9507076519680953,0.0829308168129005,0.05307367693332659,0.8416401813849427,0.1440630435835074,0.09621494750038262,LER,dmsc
0.7,0.32407053260687035,0.29587679644391374,0.18240817911698248,0.3258046625756316,0.2992481786494735,0.18338713624315195,Additive,dmsc
0.7,0.5412859482919031,0.24356683203490206,0.1552114818447597,0.5469035765781046,0.2451946687446481,0.15604876883889068,Pairwise,dmsc
0.95,1.0,0.0,0.0,0.848185446790262,0.14014925023721475,0.09617687530024374,MEI,dmsc
0.95,0.9614343690132281,0.0741655940440056,0.04632826439661537,0.850557374998161,0.13773787448249106,0.09361557965158894,VC,dmsc
0.95,0.6330405994189187,0.22113030884183998,0.13743050628505937,0.6373485927418896,0.21789284556616723,0.13655652160151166,CN,dmsc
0.95,0.9530839468761806,0.08086287432193098,0.05177017077413892,0.8493719235189011,0.13814998101116466,0.09326032706360024,LER,dmsc
0.95,0.3244961252552538,0.2968695237259913,0.18305912392717366,0.3253085735125979,0.29429534571531524,0.1826991232698646,Additive,dmsc
0.95,0.5428234403129464,0.24402906590091888,0.1556460259208097,0.5487117884352749,0.24066523443509677,0.15443972942072196,Pairwise,dmsc
0.95,1.0,0.0,0.0,0.8455181869759291,0.13927281077331793,0.09507974099953921,MEI,dmsc
0.95,0.9614446983960305,0.07420491320160358,0.0463854741870004,0.8483065074199252,0.13698456685074403,0.09273919716726722,VC,dmsc
0.95,0.6333784113564432,0.22120362476566244,0.1374845760946096,0.6340653854598305,0.21582780766130832,0.1347675309161729,CN,dmsc
0.95,0.9659666951766918,0.06958813551683535,0.04287829567274625,0.847298154706399,0.13727929023903898,0.09204477421878306,LER,dmsc
0.95,0.32449838914840184,0.2970875493489739,0.183153867366754,0.32557645041736083,0.2907077344430356,0.1796296614724332,Additive,dmsc
0.95,0.543090519234087,0.2441428693594349,0.15574202545071966,0.5440008090443282,0.23866556298367952,0.15271875038057042,Pairwise,dmsc
0.95,1.0,0.0,0.0,0.8549628837761686,0.1435813201616509,0.09737299689951655,MEI,dmsc
0.95,0.9615702062270214,0.07396269841495905,0.046181012291693566,0.8581360728914758,0.14034993662005468,0.09456570254502254,VC,dmsc
0.95,0.6322321525186111,0.22095603948873102,0.13733962992945073,0.6416561285136856,0.22655608737155053,0.13945938437333505,CN,dmsc
0.95,0.9662819728913131,0.06916563423717884,0.04256528000002166,0.8603209680286429,0.1387447991760372,0.09353327049398845,LER,dmsc
0.95,0.3241957772867702,0.2963701600948968,0.18269326584334475,0.33207476471767383,0.30519867685520535,0.18639786823734208,Additive,dmsc
0.95,0.542712189906066,0.24360207915124008,0.15540619038388886,0.5527304550367087,0.2497292114867559,0.1575477661188685,Pairwise,dmsc
